Date,Carrier,FlightNumber,Origin,Destination,ScheduledDeparture,DepartureTime,DepartureDelay,TaxiOut,WheelsOff,ScheduledArrival,ArrivalTime,ArrivalDelay,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2026-04-19,AS,AS6253,SEA,SFO,0735,0735,0,15,0750,1338,1323,-15.0,323,2584,0,0,0,0,0
2026-04-12,AS,AS7444,SEA,ATL,1314,1314,0,22,1336,1857,1838,-19.0,303,2424,0,0,0,0,0
2026-03-28,AA,AA3560,LAX,CLT,0137,0137,0,20,0157,0427,0425,-2.0,130,1040,0,0,0,0,0
2026-01-25,AS,AS5104,LAS,LAX,0406,0406,0,21,0427,0940,0926,-14.0,294,2352,0,0,0,0,0
2026-04-08,AS,AS7634,ORD,JFK,0849,1132,163,13,1145,1331,1550,139.0,242,1936,28,32,79,0,0
2026-02-22,DL,DL4874,LAX,LAS,0601,0601,0,19,0620,1210,1146,-24.0,329,2632,0,0,0,0,0
2026-02-08,UA,UA4224,DFW,SFO,1114,1114,0,14,1128,1448,1429,-19.0,174,1392,0,0,0,0,0
2026-02-12,DL,DL4593,CLT,DFW,1206,1341,95,21,1402,1618,1725,67.0,212,1696,10,50,7,0,0
2026-04-04,AS,AS7291,ORD,SFO,1857,1857,0,11,1908,0003,2342,-21.0,266,2128,0,0,0,0,0
2026-04-02,WN,WN8401,ORD,JFK,1319,1319,0,24,1343,1937,1929,-8.0,338,2704,0,0,0,0,0
2026-04-14,UA,UA3107,DEN,SFO,0510,0510,0,27,0537,1000,0955,-5.0,250,2000,0,0,0,0,0
2026-02-19,AS,AS5452,ORD,SFO,1533,1744,131,12,1756,1919,2121,122.0,186,1488,34,26,62,0,0
2026-02-12,AA,AA3355,DEN,LAS,0101,0302,121,18,0320,0523,0715,112.0,222,1776,90,9,13,0,0
2026-02-24,AS,AS3207,DEN,JFK,0353,0515,82,16,0531,0631,0738,67.0,118,944,39,16,12,0,0
2026-04-22,AA,AA8814,DFW,LAX,1115,1115,0,25,1140,1421,1359,-22.0,146,1168,0,0,0,0,0
2026-01-29,UA,UA2621,LAX,DFW,2029,2327,178,29,2356,0304,0611,187.0,355,2840,166,12,9,0,0
2026-04-16,WN,WN9116,JFK,ATL,1024,1024,0,14,1038,1504,1432,-32.0,240,1920,0,0,0,0,0
2026-04-21,DL,DL5065,DFW,DEN,0718,0718,0,15,0733,1132,1116,-16.0,214,1712,0,0,0,0,0
2026-02-10,WN,WN6416,JFK,DEN,0910,0910,0,19,0929,1201,1152,-9.0,131,1048,0,0,0,0,0
2026-01-30,AA,AA5891,SEA,LAS,1748,1857,69,27,1924,2335,0025,50.0,307,2456,19,5,26,0,0
2026-05-01,WN,WN6035,DEN,LAX,2046,2046,0,22,2108,0052,0036,-16.0,206,1648,0,0,0,0,0
2026-03-14,WN,WN5420,DEN,CLT,1821,2059,158,19,2118,2215,0024,129.0,194,1552,6,49,74,0,0
2026-02-24,B6,B67987,DEN,ATL,1358,1358,0,21,1419,1845,1840,-5.0,247,1976,0,0,0,0,0
2026-01-11,UA,UA9414,SEA,LAS,0606,0716,70,17,0733,0916,1003,47.0,150,1200,31,12,4,0,0
2026-03-16,UA,UA1496,JFK,DEN,2351,2351,0,12,0003,0203,0153,-10.0,92,736,0,0,0,0,0
2026-03-06,WN,WN3385,ATL,SFO,1330,1330,0,18,1348,1835,1808,-27.0,265,2120,0,0,0,0,0
2026-03-05,UA,UA6930,ATL,SEA,0526,0754,148,24,0818,1001,1205,124.0,235,1880,63,45,16,0,0
2026-01-05,DL,DL9441,ATL,LAX,0641,0641,0,16,0657,1151,1132,-19.0,270,2160,0,0,0,0,0
2026-03-09,WN,WN5005,CLT,DFW,1127,1300,93,23,1323,1614,1729,75.0,247,1976,33,27,15,0,0
2026-04-12,AS,AS1462,SEA,ATL,2135,2135,0,14,2149,0346,0321,-25.0,331,2648,0,0,0,0,0
2026-03-12,AS,AS2456,SEA,DEN,0005,0258,173,15,0313,0527,0756,149.0,282,2256,103,18,28,0,0
2026-03-01,WN,WN4957,LAX,DEN,2136,2359,143,19,0018,0039,0255,136.0,143,1144,10,98,28,0,0
2026-02-08,AA,AA1622,CLT,DFW,1721,1721,0,11,1732,2305,2231,-34.0,304,2432,0,0,0,0,0
2026-01-20,B6,B62090,DEN,ATL,0458,0458,0,28,0526,0652,0652,0.0,74,592,0,0,0,0,0
2026-02-01,AA,AA3313,JFK,DFW,1225,1308,43,30,1338,1617,1706,49.0,192,1536,3,18,28,0,0
2026-03-29,DL,DL245,LAS,CLT,1134,1308,94,23,1331,1347,1506,79.0,93,744,10,58,11,0,0
2026-03-24,DL,DL2219,JFK,LAX,1409,1409,0,16,1425,1717,1657,-20.0,148,1184,0,0,0,0,0
2026-04-02,B6,B69478,ATL,DEN,1500,1500,0,28,1528,1948,1935,-13.0,248,1984,0,0,0,0,0
2026-04-14,AA,AA2414,DFW,CLT,1802,1802,0,27,1829,1942,1947,5.0,60,480,0,0,0,0,0
2026-01-06,UA,UA5094,SFO,DEN,0526,0526,0,18,0544,1025,1006,-19.0,259,2072,0,0,0,0,0
2026-04-17,AS,AS8339,CLT,LAS,0631,0631,0,25,0656,1152,1149,-3.0,281,2248,0,0,0,0,0
2026-03-02,WN,WN5540,CLT,SFO,2332,2332,0,20,2352,0140,0117,-23.0,88,704,0,0,0,0,0
2026-01-08,WN,WN4480,DEN,LAS,2324,2329,5,30,2359,0528,0515,-13.0,324,2592,0,0,0,0,0
2026-01-06,UA,UA7439,DEN,ATL,0123,0123,0,26,0149,0307,0312,5.0,64,512,0,0,0,0,0
2026-03-07,WN,WN4173,SEA,ATL,0748,0748,0,21,0809,1421,1409,-12.0,353,2824,0,0,0,0,0
2026-03-03,DL,DL5731,SFO,LAS,0800,0800,0,21,0821,1226,1225,-1.0,226,1808,0,0,0,0,0
2026-01-31,UA,UA3758,DEN,DFW,0100,0209,69,29,0238,0558,0705,67.0,258,2064,10,0,57,0,0
2026-03-20,WN,WN9129,LAX,CLT,1744,1744,0,20,1804,1944,1928,-16.0,80,640,0,0,0,0,0
2026-04-13,UA,UA5065,LAX,DFW,0848,0901,13,27,0928,1044,1100,16.0,76,608,4,0,12,0,0
2026-03-09,UA,UA9227,LAX,JFK,1147,1147,0,27,1214,1727,1720,-7.0,300,2400,0,0,0,0,0
2026-01-30,AA,AA6387,LAS,LAX,0253,0253,0,20,0313,0455,0426,-29.0,82,656,0,0,0,0,0
2026-01-29,AA,AA9665,SFO,CLT,0903,1030,87,20,1050,1539,1642,63.0,356,2848,40,7,16,0,0
2026-02-14,UA,UA8281,CLT,DEN,0731,0731,0,27,0758,1333,1338,5.0,322,2576,0,0,0,0,0
2026-03-31,DL,DL1939,LAX,LAS,0533,0533,0,13,0546,1021,0954,-27.0,248,1984,0,0,0,0,0
2026-04-23,UA,UA6897,LAX,JFK,1851,1851,0,13,1904,2049,2037,-12.0,78,624,0,0,0,0,0
2026-03-24,DL,DL8010,DFW,CLT,1507,1507,0,14,1521,1936,1928,-8.0,229,1832,0,0,0,0,0
2026-03-28,DL,DL9383,CLT,SFO,1320,1337,17,15,1352,1503,1502,-1.0,63,504,0,0,0,0,0
2026-02-21,WN,WN4824,ORD,LAX,2245,2245,0,19,2304,0035,0027,-8.0,70,560,0,0,0,0,0
2026-03-17,WN,WN9360,LAX,CLT,0943,0943,0,27,1010,1506,1447,-19.0,283,2264,0,0,0,0,0
2026-01-07,B6,B64958,SFO,ORD,1002,1002,0,24,1026,1606,1543,-23.0,324,2592,0,0,0,0,0
2026-02-16,WN,WN2052,LAX,CLT,2314,2314,0,28,2342,0554,0533,-21.0,360,2880,0,0,0,0,0
2026-03-31,AS,AS2680,JFK,SFO,1623,1923,180,10,1933,2055,2335,160.0,232,1856,133,14,13,0,0
2026-03-23,DL,DL9562,SEA,LAX,0903,0903,0,30,0933,1142,1141,-1.0,119,952,0,0,0,0,0
2026-01-04,B6,B65004,DFW,JFK,0219,0219,0,16,0235,0620,0555,-25.0,201,1608,0,0,0,0,0
2026-03-12,AA,AA5522,ORD,LAS,1350,1647,177,26,1713,1550,1824,154.0,80,640,74,30,50,0,0
2026-02-08,B6,B6438,JFK,LAS,2010,2135,85,20,2155,0201,0316,75.0,311,2488,2,55,18,0,0
2026-03-12,UA,UA3881,DFW,LAX,0348,0353,5,15,0408,1014,1009,-5.0,346,2768,0,0,0,0,0
2026-01-20,AS,AS7217,SEA,CLT,1326,1353,27,15,1408,1601,1619,18.0,115,920,6,0,12,0,0
2026-04-04,AA,AA2830,ORD,JFK,0805,0805,0,25,0830,0953,0934,-19.0,68,544,0,0,0,0,0
2026-03-20,AS,AS2128,LAS,CLT,0815,0815,0,18,0833,1032,1023,-9.0,97,776,0,0,0,0,0
2026-01-26,DL,DL8856,ATL,LAS,1356,1356,0,11,1407,1722,1651,-31.0,166,1328,0,0,0,0,0
2026-03-10,DL,DL450,SEA,DEN,2319,2319,0,15,2334,0154,0123,-31.0,115,920,0,0,0,0,0
2026-03-25,UA,UA893,ATL,DFW,0600,0600,0,20,0620,1118,1118,0.0,278,2224,0,0,0,0,0
2026-01-03,UA,UA1375,DEN,JFK,0825,0825,0,21,0846,1202,1136,-26.0,177,1416,0,0,0,0,0
2026-02-24,UA,UA1221,LAX,JFK,2053,2053,0,20,2113,2334,2307,-27.0,121,968,0,0,0,0,0
2026-02-13,UA,UA8926,ATL,DFW,1900,2140,160,29,2209,2325,0210,165.0,225,1800,119,29,17,0,0
2026-04-28,DL,DL9698,SEA,LAX,0058,0058,0,14,0112,0503,0452,-11.0,205,1640,0,0,0,0,0
2026-04-16,AA,AA7298,JFK,ORD,0905,0905,0,28,0933,1441,1424,-17.0,296,2368,0,0,0,0,0
2026-04-14,UA,UA7287,LAX,ORD,0646,0646,0,21,0707,1152,1125,-27.0,266,2128,0,0,0,0,0
2026-01-16,AA,AA3700,LAS,JFK,2329,2329,0,20,2349,0503,0436,-27.0,294,2352,0,0,0,0,0
2026-02-12,DL,DL3099,LAS,DEN,1435,1435,0,22,1457,2035,2020,-15.0,320,2560,0,0,0,0,0
2026-02-19,AS,AS4695,ORD,ATL,1045,1045,0,27,1112,1534,1534,0.0,249,1992,0,0,0,0,0
2026-01-29,B6,B63326,DEN,CLT,2254,2326,32,30,2356,0136,0201,25.0,122,976,16,5,4,0,0
2026-03-23,WN,WN9938,JFK,DEN,2014,2041,27,27,2108,0128,0134,6.0,274,2192,0,0,0,0,0
2026-03-19,B6,B64434,ORD,JFK,0324,0324,0,21,0345,0802,0736,-26.0,238,1904,0,0,0,0,0
2026-02-18,B6,B67176,DEN,LAX,2348,2348,0,26,0014,0339,0321,-18.0,191,1528,0,0,0,0,0
2026-04-28,WN,WN1868,ORD,LAX,1457,1457,0,10,1507,1659,1619,-40.0,82,656,0,0,0,0,0
2026-03-18,AS,AS9482,CLT,SEA,1032,1032,0,22,1054,1354,1340,-14.0,162,1296,0,0,0,0,0
2026-02-10,DL,DL2078,CLT,JFK,0305,0305,0,13,0318,0445,0438,-7.0,60,480,0,0,0,0,0
2026-04-13,B6,B61741,SEA,JFK,0545,0545,0,22,0607,0941,0938,-3.0,196,1568,0,0,0,0,0
2026-04-15,AS,AS8906,DEN,SEA,2054,2054,0,11,2105,0014,2341,-33.0,160,1280,0,0,0,0,0
2026-04-25,DL,DL9164,CLT,ORD,1406,1406,0,12,1418,1638,1612,-26.0,112,896,0,0,0,0,0
2026-04-01,AA,AA9574,CLT,ATL,2048,2116,28,24,2140,0223,0246,23.0,295,2360,1,4,18,0,0
2026-04-14,UA,UA3232,DEN,SFO,0611,0747,96,28,0815,1001,1145,104.0,190,1520,96,0,8,0,0
2026-01-18,DL,DL5138,LAX,LAS,1400,1400,0,14,1414,1710,1657,-13.0,150,1200,0,0,0,0,0
2026-01-03,AS,AS5917,ATL,CLT,0216,0216,0,30,0246,0447,0453,6.0,111,888,0,0,0,0,0
2026-03-22,WN,WN3975,SFO,ORD,2315,2315,0,16,2331,0336,0302,-34.0,221,1768,0,0,0,0,0
2026-01-21,WN,WN1130,CLT,ORD,0945,0945,0,19,1004,1402,1333,-29.0,217,1736,0,0,0,0,0
2026-02-09,AS,AS8389,CLT,SFO,0216,0216,0,27,0243,0700,0637,-23.0,244,1952,0,0,0,0,0
2026-01-14,WN,WN2048,ATL,DFW,1604,1604,0,28,1632,1925,1929,4.0,161,1288,0,0,0,0,0
2026-04-26,UA,UA8156,DFW,SEA,1229,1229,0,10,1239,1846,1830,-16.0,337,2696,0,0,0,0,0
2026-02-18,DL,DL2144,SEA,ORD,1514,1514,0,19,1533,1812,1811,-1.0,138,1104,0,0,0,0,0
2026-01-26,AA,AA385,DFW,LAX,0422,0422,0,25,0447,0756,0743,-13.0,174,1392,0,0,0,0,0
2026-02-28,B6,B67611,JFK,DEN,2256,2256,0,13,2309,0155,0133,-22.0,139,1112,0,0,0,0,0
2026-01-21,B6,B63537,LAS,JFK,0113,0240,87,26,0306,0719,0832,73.0,326,2608,10,5,58,0,0
2026-01-02,B6,B64145,JFK,SEA,0540,0540,0,11,0551,1141,1132,-9.0,321,2568,0,0,0,0,0
2026-02-26,UA,UA2152,DEN,CLT,0723,0723,0,24,0747,0906,0856,-10.0,63,504,0,0,0,0,0
2026-02-26,B6,B67238,SFO,SEA,0513,0513,0,13,0526,1136,1129,-7.0,343,2744,0,0,0,0,0
2026-01-06,WN,WN2815,SFO,DFW,0748,1018,150,25,1043,1042,1250,128.0,134,1072,6,106,16,0,0
2026-01-30,UA,UA119,DEN,CLT,1040,1040,0,10,1050,1243,1220,-23.0,83,664,0,0,0,0,0
2026-03-27,AA,AA3943,DEN,DFW,1013,1306,173,18,1324,1411,1645,154.0,198,1584,49,59,46,0,0
2026-02-23,AS,AS7099,LAX,LAS,0618,0915,177,18,0933,1226,1500,154.0,328,2624,121,5,28,0,0
2026-02-06,AA,AA6422,DFW,LAS,1104,1327,143,24,1351,1427,1625,118.0,163,1304,54,29,35,0,0
2026-02-28,DL,DL5035,LAS,ATL,1354,1518,84,11,1529,1708,1754,46.0,154,1232,1,37,8,0,0
2026-01-04,WN,WN7808,ATL,JFK,0124,0124,0,12,0136,0309,0256,-13.0,65,520,0,0,0,0,0
2026-02-04,AA,AA117,SFO,SEA,2338,2338,0,18,2356,0250,0227,-23.0,152,1216,0,0,0,0,0
2026-02-21,UA,UA7213,LAS,DEN,1002,1121,79,14,1135,1342,1443,61.0,180,1440,27,18,16,0,0
2026-03-04,AS,AS2954,DEN,ORD,0945,0945,0,25,1010,1503,1443,-20.0,278,2224,0,0,0,0,0
2026-04-01,UA,UA6316,SFO,LAX,1916,2104,108,16,2120,2344,0109,85.0,228,1824,9,13,63,0,0
2026-01-08,AA,AA3273,JFK,LAS,1541,1553,12,23,1616,2035,2030,-5.0,254,2032,0,0,0,0,0
2026-01-22,AA,AA3562,SEA,JFK,1637,1637,0,11,1648,2132,2102,-30.0,255,2040,0,0,0,0,0
2026-04-12,AS,AS320,DFW,JFK,0523,0523,0,15,0538,0909,0847,-22.0,186,1488,0,0,0,0,0
2026-02-02,AA,AA5737,SEA,ATL,2203,2203,0,16,2219,0024,0018,-6.0,101,808,0,0,0,0,0
2026-01-18,WN,WN4540,ATL,SFO,0645,0645,0,29,0714,1325,1330,5.0,360,2880,0,0,0,0,0
2026-03-08,UA,UA5327,ATL,JFK,2350,2350,0,23,0013,0250,0228,-22.0,140,1120,0,0,0,0,0
2026-03-10,UA,UA3302,SFO,JFK,2056,2159,63,24,2223,0020,0121,61.0,164,1312,30,23,8,0,0
2026-04-17,WN,WN9746,DEN,JFK,0320,0609,169,29,0638,0707,0952,165.0,187,1496,129,21,15,0,0
2026-01-15,B6,B68739,SFO,DFW,1452,1452,0,25,1517,1705,1653,-12.0,93,744,0,0,0,0,0
2026-03-24,UA,UA1552,SFO,DFW,2237,2257,20,25,2322,0415,0436,21.0,298,2384,5,16,0,0,0
2026-03-05,WN,WN7387,LAX,DFW,2025,2025,0,26,2051,2254,2251,-3.0,109,872,0,0,0,0,0
2026-02-25,B6,B62986,LAX,ATL,1045,1045,0,29,1114,1441,1425,-16.0,196,1568,0,0,0,0,0
2026-01-17,WN,WN2032,SFO,CLT,1124,1124,0,22,1146,1607,1549,-18.0,243,1944,0,0,0,0,0
2026-01-13,B6,B64169,ORD,LAX,0219,0219,0,19,0238,0748,0722,-26.0,289,2312,0,0,0,0,0
2026-04-29,AA,AA8429,ORD,CLT,1521,1521,0,15,1536,2033,2003,-30.0,272,2176,0,0,0,0,0
2026-03-25,B6,B67992,DFW,DEN,2316,2316,0,14,2330,0302,0242,-20.0,186,1488,0,0,0,0,0
2026-03-15,WN,WN6660,ORD,SFO,0923,0923,0,16,0939,1538,1529,-9.0,335,2680,0,0,0,0,0
2026-02-20,UA,UA6204,SFO,LAS,1930,1930,0,19,1949,2118,2055,-23.0,68,544,0,0,0,0,0
2026-01-12,AS,AS8214,DEN,SEA,0606,0606,0,23,0629,1044,1022,-22.0,238,1904,0,0,0,0,0
2026-01-06,WN,WN9111,JFK,LAS,0432,0640,128,15,0655,1108,1244,96.0,356,2848,95,0,1,0,0
2026-03-09,AS,AS1655,ORD,LAS,0151,0151,0,26,0217,0823,0825,2.0,352,2816,0,0,0,0,0
2026-05-01,AS,AS3112,SFO,LAX,1503,1503,0,16,1519,2057,2046,-11.0,314,2512,0,0,0,0,0
2026-02-13,WN,WN6887,JFK,ORD,1741,1741,0,28,1809,0005,0010,5.0,344,2752,0,0,0,0,0
2026-01-18,WN,WN362,CLT,ATL,1023,1023,0,29,1052,1701,1656,-5.0,358,2864,0,0,0,0,0
2026-04-19,AA,AA3763,DEN,ORD,0358,0510,72,28,0538,0741,0842,61.0,183,1464,15,22,24,0,0
2026-02-09,AA,AA3491,ORD,SFO,1759,1759,0,27,1826,2031,2012,-19.0,112,896,0,0,0,0,0
2026-01-17,AA,AA3573,DEN,DFW,0146,0146,0,22,0208,0543,0520,-23.0,197,1576,0,0,0,0,0
2026-04-14,AS,AS3240,LAS,SFO,0529,0529,0,23,0552,0858,0839,-19.0,169,1352,0,0,0,0,0
2026-02-17,DL,DL6838,ORD,SFO,1118,1118,0,15,1133,1447,1428,-19.0,169,1352,0,0,0,0,0
2026-01-14,AS,AS8123,CLT,DFW,1022,1022,0,29,1051,1212,1216,4.0,70,560,0,0,0,0,0
2026-02-06,AS,AS9637,SFO,ATL,1151,1151,0,24,1215,1656,1659,3.0,265,2120,0,0,0,0,0
2026-01-28,DL,DL295,JFK,SEA,1930,1959,29,18,2017,0015,0034,19.0,245,1960,2,17,0,0,0
2026-01-14,UA,UA1287,SFO,DFW,0208,0208,0,16,0224,0637,0615,-22.0,229,1832,0,0,0,0,0
2026-02-21,AS,AS8420,CLT,LAS,2131,2131,0,10,2141,0126,0048,-38.0,195,1560,0,0,0,0,0
2026-04-04,AS,AS6452,ATL,LAS,0929,0929,0,12,0941,1323,1255,-28.0,194,1552,0,0,0,0,0
2026-01-27,AS,AS8761,CLT,LAS,2250,0128,158,30,0158,0128,0404,156.0,118,944,61,49,46,0,0
2026-04-24,UA,UA198,SFO,LAX,0036,0036,0,23,0059,0546,0539,-7.0,270,2160,0,0,0,0,0
2026-03-17,UA,UA2546,DEN,LAX,0933,0933,0,29,1002,1150,1147,-3.0,97,776,0,0,0,0,0
2026-03-16,AS,AS5836,DFW,ORD,2010,2134,84,13,2147,2213,2313,60.0,83,664,10,23,27,0,0
2026-04-12,DL,DL390,LAX,ATL,0006,0006,0,26,0032,0556,0550,-6.0,310,2480,0,0,0,0,0
2026-05-01,WN,WN6253,DEN,LAX,1328,1328,0,10,1338,1941,1928,-13.0,333,2664,0,0,0,0,0
2026-03-20,UA,UA4424,SFO,CLT,1023,1106,43,23,1129,1510,1555,45.0,247,1976,3,15,27,0,0
2026-01-12,UA,UA9738,ATL,ORD,1027,1027,0,23,1050,1456,1447,-9.0,229,1832,0,0,0,0,0
2026-02-06,WN,WN7802,CLT,SEA,1523,1523,0,27,1550,2042,2033,-9.0,279,2232,0,0,0,0,0
2026-02-15,AS,AS2950,SFO,LAX,1108,1225,77,29,1254,1608,1710,62.0,260,2080,6,31,25,0,0
2026-04-06,UA,UA1919,LAX,SEA,0037,0037,0,17,0054,0245,0218,-27.0,88,704,0,0,0,0,0
2026-02-18,B6,B68962,DFW,ATL,0936,0936,0,19,0955,1503,1436,-27.0,287,2296,0,0,0,0,0
2026-04-07,AS,AS4995,JFK,DEN,0239,0239,0,11,0250,0903,0836,-27.0,344,2752,0,0,0,0,0
2026-01-03,B6,B67528,JFK,CLT,0437,0437,0,17,0454,0921,0900,-21.0,244,1952,0,0,0,0,0
2026-02-09,UA,UA5647,SEA,LAS,1925,1925,0,24,1949,2348,2323,-25.0,223,1784,0,0,0,0,0
2026-03-03,DL,DL6722,LAX,JFK,2033,2033,0,25,2058,2321,2307,-14.0,128,1024,0,0,0,0,0
2026-04-05,DL,DL3504,DFW,JFK,1237,1237,0,26,1303,1803,1800,-3.0,286,2288,0,0,0,0,0
2026-03-14,WN,WN3876,ORD,DFW,0218,0218,0,30,0248,0851,0841,-10.0,353,2824,0,0,0,0,0
2026-04-06,AS,AS3805,DFW,ATL,0826,0826,0,11,0837,1442,1409,-33.0,336,2688,0,0,0,0,0
2026-04-11,AA,AA9978,LAS,ATL,1814,1814,0,12,1826,2024,2011,-13.0,90,720,0,0,0,0,0
2026-01-19,AA,AA572,LAX,ATL,1211,1211,0,20,1231,1623,1615,-8.0,212,1696,0,0,0,0,0
2026-02-06,AA,AA7187,DEN,LAX,0207,0207,0,30,0237,0546,0550,4.0,179,1432,0,0,0,0,0
2026-02-19,DL,DL2938,JFK,SEA,1959,2230,151,16,2246,0238,0453,135.0,359,2872,39,66,30,0,0
2026-04-14,B6,B65918,SEA,DFW,0132,0132,0,27,0159,0640,0647,7.0,268,2144,0,0,0,0,0
2026-03-01,DL,DL1962,DEN,DFW,1628,1628,0,30,1658,2300,2248,-12.0,352,2816,0,0,0,0,0
2026-02-07,AS,AS3248,CLT,ORD,2259,2259,0,10,2309,0226,0207,-19.0,167,1336,0,0,0,0,0
2026-02-05,AS,AS760,DFW,ATL,1133,1133,0,13,1146,1635,1601,-34.0,262,2096,0,0,0,0,0
2026-02-21,AS,AS8243,LAX,LAS,2115,2142,27,20,2202,2318,2335,17.0,83,664,13,3,1,0,0
2026-02-12,AS,AS901,LAS,SEA,0120,0120,0,29,0149,0316,0257,-19.0,76,608,0,0,0,0,0
2026-01-28,AS,AS3703,LAX,LAS,1106,1106,0,10,1116,1703,1653,-10.0,317,2536,0,0,0,0,0
2026-03-17,WN,WN8107,SEA,JFK,1926,2031,65,13,2044,0154,0238,44.0,348,2784,26,5,13,0,0
2026-03-13,AS,AS6322,DFW,LAX,1804,1804,0,25,1829,2356,2332,-24.0,312,2496,0,0,0,0,0
2026-04-23,DL,DL3852,DEN,CLT,0704,0704,0,10,0714,0850,0819,-31.0,66,528,0,0,0,0,0
2026-04-12,WN,WN3719,LAX,DFW,2013,2013,0,27,2040,2251,2252,1.0,118,944,0,0,0,0,0
2026-03-25,DL,DL5244,LAX,DEN,1831,2130,179,24,2154,0004,0252,168.0,293,2344,77,24,67,0,0
2026-01-23,DL,DL3444,CLT,DFW,2230,0116,166,30,0146,0055,0328,153.0,105,840,9,36,108,0,0
2026-01-29,AS,AS618,ATL,DEN,0724,0851,87,27,0918,1323,1437,74.0,319,2552,43,27,4,0,0
2026-02-20,DL,DL2608,CLT,ATL,0401,0401,0,26,0427,0913,0902,-11.0,272,2176,0,0,0,0,0
2026-03-20,AS,AS918,SEA,CLT,1102,1102,0,18,1120,1647,1636,-11.0,305,2440,0,0,0,0,0
2026-03-09,AS,AS5527,SFO,DFW,0941,1133,112,22,1155,1540,1715,95.0,319,2552,38,36,21,0,0
2026-04-23,AA,AA456,SFO,ORD,1946,2113,87,24,2137,2209,2311,62.0,103,824,43,15,4,0,0
2026-01-20,AS,AS6148,SEA,ORD,1643,1643,0,12,1655,2153,2116,-37.0,270,2160,0,0,0,0,0
2026-02-03,DL,DL3379,DFW,ATL,0416,0416,0,11,0427,0957,0919,-38.0,301,2408,0,0,0,0,0
2026-03-02,AA,AA9025,SFO,SEA,1238,1238,0,14,1252,1419,1343,-36.0,61,488,0,0,0,0,0
2026-04-24,B6,B68386,ATL,CLT,0018,0018,0,25,0043,0550,0549,-1.0,292,2336,0,0,0,0,0
2026-01-25,B6,B68540,LAX,SEA,0820,0820,0,30,0850,1109,1053,-16.0,129,1032,0,0,0,0,0
2026-01-31,UA,UA9011,DFW,ATL,1744,1744,0,25,1809,2054,2058,4.0,150,1200,0,0,0,0,0
2026-01-09,AS,AS7156,LAS,ORD,1707,1707,0,18,1725,2342,2318,-24.0,355,2840,0,0,0,0,0
2026-01-22,DL,DL9889,SEA,DEN,2244,2344,60,26,0010,0123,0206,43.0,119,952,39,1,3,0,0
2026-04-28,DL,DL5091,LAS,ATL,0910,0910,0,18,0928,1455,1434,-21.0,305,2440,0,0,0,0,0
2026-01-21,WN,WN3095,DEN,SFO,2303,2303,0,19,2322,0524,0511,-13.0,341,2728,0,0,0,0,0
2026-01-29,AS,AS8172,ATL,LAS,2046,2046,0,17,2103,0253,0225,-28.0,327,2616,0,0,0,0,0
2026-03-06,AA,AA2397,ORD,LAS,0031,0140,69,14,0154,0237,0311,34.0,86,688,32,1,1,0,0
2026-04-29,AA,AA5766,SFO,DFW,1026,1026,0,26,1052,1450,1429,-21.0,224,1792,0,0,0,0,0
2026-03-30,AA,AA8679,SFO,ATL,1616,1616,0,30,1646,1947,1951,4.0,171,1368,0,0,0,0,0
2026-03-04,WN,WN7571,DFW,ORD,0854,0854,0,13,0907,1251,1239,-12.0,197,1576,0,0,0,0,0
2026-01-02,UA,UA3109,CLT,ATL,0717,0827,70,29,0856,1136,1255,79.0,219,1752,46,31,2,0,0
2026-02-03,AS,AS2582,ORD,LAX,1331,1331,0,18,1349,1534,1503,-31.0,83,664,0,0,0,0,0
2026-02-02,UA,UA9355,JFK,ORD,0048,0048,0,24,0112,0305,0240,-25.0,97,776,0,0,0,0,0
2026-04-22,AA,AA9822,SFO,JFK,1336,1530,114,17,1547,1805,1926,81.0,229,1832,43,33,5,0,0
2026-02-19,B6,B61986,LAS,CLT,0916,1138,142,23,1201,1234,1451,137.0,158,1264,120,0,17,0,0
2026-03-01,UA,UA9620,SFO,LAX,0303,0405,62,24,0429,0906,0944,38.0,323,2584,29,7,2,0,0
2026-04-30,DL,DL4205,CLT,SEA,2359,2359,0,13,0012,0612,0601,-11.0,333,2664,0,0,0,0,0
2026-02-05,DL,DL9290,SEA,SFO,0452,0452,0,12,0504,0853,0826,-27.0,201,1608,0,0,0,0,0
2026-01-14,WN,WN8293,CLT,LAX,0143,0143,0,25,0208,0359,0346,-13.0,96,768,0,0,0,0,0
2026-03-28,B6,B69532,CLT,SFO,1059,1059,0,23,1122,1723,1725,2.0,344,2752,0,0,0,0,0
2026-04-08,AS,AS3035,ATL,SEA,0816,0816,0,21,0837,1340,1341,1.0,284,2272,0,0,0,0,0
2026-03-04,AS,AS775,LAS,ATL,0833,0833,0,29,0902,1048,1032,-16.0,95,760,0,0,0,0,0
2026-01-09,DL,DL4951,DFW,DEN,1632,1632,0,28,1700,1858,1836,-22.0,106,848,0,0,0,0,0
2026-01-06,AS,AS147,SEA,DFW,1752,1752,0,16,1808,0015,0007,-8.0,343,2744,0,0,0,0,0
2026-01-17,B6,B63185,LAX,DEN,1416,1416,0,29,1445,2004,1949,-15.0,308,2464,0,0,0,0,0
2026-02-10,AS,AS3958,CLT,DFW,2236,2236,0,17,2253,0336,0315,-21.0,260,2080,0,0,0,0,0
